2020-12-16;00:00:04.892;2133
2020-12-16;00:00:10.404;2133
2020-12-16;00:00:15.891;2134
2020-12-16;00:00:21.391;2134
2020-12-16;00:00:26.890;2133
2020-12-16;00:00:32.389;2132
2020-12-16;00:00:37.888;2132
2020-12-16;00:00:43.387;2135
2020-12-16;00:00:48.887;2137
2020-12-16;00:00:54.386;2138
2020-12-16;00:00:59.884;2139
2020-12-16;00:01:05.383;2139
2020-12-16;00:01:10.883;2138
2020-12-16;00:01:16.382;2139
2020-12-16;00:01:21.882;2140
2020-12-16;00:01:27.381;2142
2020-12-16;00:01:32.880;2146
2020-12-16;00:01:38.379;2147
2020-12-16;00:01:43.879;2149
2020-12-16;00:01:49.378;2151
2020-12-16;00:01:54.877;2152
2020-12-16;00:02:00.375;2153
2020-12-16;00:02:05.877;2154
2020-12-16;00:02:11.376;2155
2020-12-16;00:02:16.875;2156
2020-12-16;00:02:22.373;2156
2020-12-16;00:02:27.872;2157
2020-12-16;00:02:33.371;2157
2020-12-16;00:02:38.871;2158
2020-12-16;00:02:44.370;2158
2020-12-16;00:02:49.869;2159
2020-12-16;00:02:55.368;2160
2020-12-16;00:03:00.868;2161
2020-12-16;00:03:06.368;2162
2020-12-16;00:03:11.867;2164
2020-12-16;00:03:17.365;2165
2020-12-16;00:03:22.864;2167
2020-12-16;00:03:28.364;2169
2020-12-16;00:03:33.863;2170
2020-12-16;00:03:39.362;2171
2020-12-16;00:03:44.866;2171
2020-12-16;00:03:50.360;2171
2020-12-16;00:03:55.860;2170
2020-12-16;00:04:01.359;2169
2020-12-16;00:04:06.859;2169
2020-12-16;00:04:12.358;2172
2020-12-16;00:04:17.857;2172
2020-12-16;00:04:23.357;2172
2020-12-16;00:04:28.855;2171
2020-12-16;00:04:34.354;2172
2020-12-16;00:04:39.853;2172
2020-12-16;00:04:45.353;2173
2020-12-16;00:04:50.852;2174
2020-12-16;00:04:56.351;2175
2020-12-16;00:05:01.851;2176
2020-12-16;00:05:07.350;2177
2020-12-16;00:05:12.849;2178
2020-12-16;00:05:18.349;2180
2020-12-16;00:05:23.848;2180
2020-12-16;00:05:29.347;2181
2020-12-16;00:05:34.845;2181
2020-12-16;00:05:40.345;2182
2020-12-16;00:05:45.844;2183
2020-12-16;00:05:51.343;2184
2020-12-16;00:05:56.842;2185
2020-12-16;00:06:02.342;2186
2020-12-16;00:06:07.842;2186
2020-12-16;00:06:13.341;2186
2020-12-16;00:06:18.840;2186
2020-12-16;00:06:24.339;2186
2020-12-16;00:06:29.838;2186
2020-12-16;00:06:35.338;2187
2020-12-16;00:06:40.836;2187
2020-12-16;00:06:46.335;2188
2020-12-16;00:06:51.834;2190
2020-12-16;00:06:57.334;2191
2020-12-16;00:07:02.834;2193
2020-12-16;00:07:08.333;2193
2020-12-16;00:07:13.832;2193
2020-12-16;00:07:19.331;2194
2020-12-16;00:07:24.831;2194
2020-12-16;00:07:30.330;2194
2020-12-16;00:07:35.829;2195
2020-12-16;00:07:41.327;2196
2020-12-16;00:07:46.826;2196
2020-12-16;00:07:52.326;2197
2020-12-16;00:07:57.826;2197
2020-12-16;00:08:03.325;2198
2020-12-16;00:08:08.824;2199
2020-12-16;00:08:14.323;2201
2020-12-16;00:08:19.823;2201
2020-12-16;00:08:25.322;2202
2020-12-16;00:08:30.821;2202
2020-12-16;00:08:36.320;2202
2020-12-16;00:08:41.820;2203
2020-12-16;00:08:47.319;2204
2020-12-16;00:08:52.817;2204
2020-12-16;00:08:58.318;2203
2020-12-16;00:09:03.816;2203
2020-12-16;00:09:09.315;2203
2020-12-16;00:09:14.815;2203
2020-12-16;00:09:20.314;2203
2020-12-16;00:09:25.813;2203
2020-12-16;00:09:31.316;2203
2020-12-16;00:09:36.812;2204
2020-12-16;00:09:42.311;2204
2020-12-16;00:09:47.810;2204
2020-12-16;00:09:53.309;2204
2020-12-16;00:09:58.808;2205
2020-12-16;00:10:04.309;2206
2020-12-16;00:10:09.807;2208
2020-12-16;00:10:15.306;2208
2020-12-16;00:10:20.805;2209
2020-12-16;00:10:26.304;2209
2020-12-16;00:10:31.804;2209
2020-12-16;00:10:37.303;2210
2020-12-16;00:10:42.802;2210
2020-12-16;00:10:48.301;2211
2020-12-16;00:10:53.801;2212
2020-12-16;00:10:59.301;2213
2020-12-16;00:11:04.800;2213
2020-12-16;00:11:10.298;2213
2020-12-16;00:11:15.797;2213
2020-12-16;00:11:21.296;2213
2020-12-16;00:11:26.796;2214
2020-12-16;00:11:32.295;2215
2020-12-16;00:11:37.794;2215
2020-12-16;00:11:43.293;2215
2020-12-16;00:11:48.793;2216
2020-12-16;00:11:54.293;2217
2020-12-16;00:11:59.792;2219
2020-12-16;00:12:05.291;2220
2020-12-16;00:12:10.789;2220
2020-12-16;00:12:16.289;2221
2020-12-16;00:12:21.788;2221
2020-12-16;00:12:27.287;2221
2020-12-16;00:12:32.786;2221
2020-12-16;00:12:38.285;2222
2020-12-16;00:12:43.785;2222
2020-12-16;00:12:49.284;2222
2020-12-16;00:12:54.784;2222
2020-12-16;00:13:00.283;2222
2020-12-16;00:13:05.782;2223
2020-12-16;00:13:11.282;2223
2020-12-16;00:13:16.781;2222
2020-12-16;00:13:22.279;2221
2020-12-16;00:13:27.778;2221
2020-12-16;00:13:33.277;2222
2020-12-16;00:13:38.777;2223
2020-12-16;00:13:44.276;2224
2020-12-16;00:13:49.776;2224
2020-12-16;00:13:55.275;2223
2020-12-16;00:14:00.774;2223
2020-12-16;00:14:06.274;2223
2020-12-16;00:14:11.773;2222
2020-12-16;00:14:17.272;2222
2020-12-16;00:14:22.770;2221
2020-12-16;00:14:28.269;2221
2020-12-16;00:14:33.769;2223
2020-12-16;00:14:39.268;2224
2020-12-16;00:14:44.767;2225
2020-12-16;00:14:50.267;2225
2020-12-16;00:14:55.766;2225
2020-12-16;00:15:01.266;2224
2020-12-16;00:15:06.765;2223
2020-12-16;00:15:12.264;2224
2020-12-16;00:15:17.763;2225
2020-12-16;00:15:23.261;2226
2020-12-16;00:15:28.761;2228
2020-12-16;00:15:34.260;2228
2020-12-16;00:15:39.759;2228
2020-12-16;00:15:45.258;2228
2020-12-16;00:15:50.758;2229
2020-12-16;00:15:56.258;2228
2020-12-16;00:16:01.757;2228
2020-12-16;00:16:07.256;2228
2020-12-16;00:16:12.755;2228
2020-12-16;00:16:18.254;2229
2020-12-16;00:16:23.754;2229
2020-12-16;00:16:29.252;2229
2020-12-16;00:16:34.751;2230
2020-12-16;00:16:40.250;2230
2020-12-16;00:16:45.750;2229
2020-12-16;00:16:51.250;2228
2020-12-16;00:16:56.749;2228
2020-12-16;00:17:02.248;2228
2020-12-16;00:17:07.747;2228
2020-12-16;00:17:13.247;2227
2020-12-16;00:17:18.746;2227
2020-12-16;00:17:24.245;2227
2020-12-16;00:17:29.743;2228
2020-12-16;00:17:35.242;2229
2020-12-16;00:17:40.742;2229
2020-12-16;00:17:46.243;2230
2020-12-16;00:17:51.741;2231
2020-12-16;00:17:57.240;2231
2020-12-16;00:18:02.739;2230
2020-12-16;00:18:08.239;2230
2020-12-16;00:18:13.738;2230
2020-12-16;00:18:19.237;2231
2020-12-16;00:18:24.736;2231
2020-12-16;00:18:30.234;2231
2020-12-16;00:18:35.735;2231
2020-12-16;00:18:41.233;2232
2020-12-16;00:18:46.733;2232
2020-12-16;00:18:52.232;2233
2020-12-16;00:18:57.731;2233
2020-12-16;00:19:03.231;2233
2020-12-16;00:19:08.730;2233
2020-12-16;00:19:14.229;2233
2020-12-16;00:19:19.728;2232
2020-12-16;00:19:25.227;2231
2020-12-16;00:19:30.727;2231
2020-12-16;00:19:36.226;2231
2020-12-16;00:19:41.726;2231
2020-12-16;00:19:47.224;2231
2020-12-16;00:19:52.723;2230
2020-12-16;00:19:58.222;2228
2020-12-16;00:20:03.722;2227
2020-12-16;00:20:09.221;2223
2020-12-16;00:20:14.720;2221
2020-12-16;00:20:20.219;2220
2020-12-16;00:20:25.719;2219
2020-12-16;00:20:31.218;2218
2020-12-16;00:20:36.717;2217
2020-12-16;00:20:42.217;2216
2020-12-16;00:20:47.715;2215
2020-12-16;00:20:53.214;2214
2020-12-16;00:20:58.714;2210
2020-12-16;00:21:04.213;2205
2020-12-16;00:21:09.712;2202
2020-12-16;00:21:15.211;2200
2020-12-16;00:21:20.711;2196
2020-12-16;00:21:26.210;2194
2020-12-16;00:21:31.709;2191
2020-12-16;00:21:37.207;2189
2020-12-16;00:21:42.708;2186
